ra	dec
1.318768025395975769e+02	1.111006428383391764e+01
1.375017356889597977e+02	5.588225256207104863e+00
1.274670462213393733e+02	1.275036626299629050e-01
1.314678091062885983e+02	1.347324449518257161e+01
1.355272852363054028e+02	1.326904433967622232e+01
1.449048660832660005e+02	1.469900240090021271e+01
1.160340298919483075e+02	1.495759809042976407e+01
1.329406983391287440e+02	1.210535141108847190e+00
1.382493634408310186e+02	5.895716080609947340e+00
1.326426653672460816e+02	1.487891599173132917e+01
1.402934385405246189e+02	1.415107378814899697e+01
1.328729891545988266e+02	1.005285937241315608e+01
1.216314800749545668e+02	2.999383078696536753e+00
1.300352207213979909e+02	1.419641084375923867e+01
1.365730457121069890e+02	1.554630252166399718e+00
1.513971736213129020e+02	8.400290788426151067e+00
1.273316233257438626e+02	5.527572993537636314e+00
1.341652240189405347e+02	9.273513776362158012e+00
1.509464282115165474e+02	7.159721081449792912e+00
1.209020524930442804e+02	2.697917571551609051e+00
1.335840190256186588e+02	1.377043575128676522e+01
1.518769163114895093e+02	4.122513994397801751e-01
1.255818927148877151e+02	5.134682559109438493e+00
1.315998081261749064e+02	1.502308705724287563e+01
1.143006333449650498e+02	1.204732141338705809e+01
1.157513411652661688e+02	1.492708361925705240e+01
1.256709817040617310e+02	2.189915674070720630e+00
1.165188804758294339e+02	1.537379071554522980e+01
1.486424472775711365e+02	1.005949864257069137e+01
1.358053307916615040e+02	9.905431062436441891e+00
1.404527649421876845e+02	1.338911519781182413e+01
1.217811615799670903e+02	1.396480535913778276e+01
1.326414877059430637e+02	1.069524351575414300e+01
1.380014277706559653e+02	1.026092755009276658e+01
1.202799019326576939e+02	5.398267279672647412e+00
1.413869861192598307e+02	1.796488247856940224e-01
1.211729545405948016e+02	9.922419949985235021e+00
1.494244495665780619e+02	1.572715192075228074e+01
1.294990571320124957e+02	1.397536135259605850e+01
1.360016089876416459e+02	1.173419871646139967e+01
1.452016675153782330e+02	1.477686798620329789e+01
1.384745640848950643e+02	4.916763954806457448e+00
1.454230128340178680e+02	1.313124909243154725e+01
1.539998815033210349e+02	3.289001225942604911e+00
1.548146672855615122e+02	1.556413626377820103e+00
1.422815573059904182e+02	1.254991571281587248e+01
1.356567963734310354e+02	1.334104963541727784e+01
1.306602766343277722e+02	1.549746236473477268e+01
1.216318423007694918e+02	7.006174415794751198e+00
1.319557171912163369e+02	1.480822876922557896e+01
1.531343927327706638e+02	2.376093030136941398e+00
1.415411496348873470e+02	1.690185953155078025e+01
1.167538940568828565e+02	7.012737049623972041e+00
1.294368913602660882e+02	9.435847989133065994e+00
1.374834714095983088e+02	8.121985445182261287e+00
1.327865964399121310e+02	1.317514853628149751e+01
1.467483331788482133e+02	2.445160740488304896e+00
1.313904436738459935e+02	5.290841855312160114e+00
1.477039435097815101e+02	1.335620907729755302e+01
1.193826280228576735e+02	2.644231964759642839e+00
1.488141211256705390e+02	1.471408359504915531e+01
1.188904054468054596e+02	6.521183226594964744e+00
1.539480820834843087e+02	1.194083237312675116e+01
1.367659325324524104e+02	9.612450609485280850e+00
1.429761650948206864e+02	4.505265615893593534e+00
1.379515459095751453e+02	9.016472158994352171e+00
1.429525374421334618e+02	1.535227916480182131e+01
1.168449731313655207e+02	3.021499562446511966e+00
1.485244059410593422e+02	1.499180847285922935e+00
1.362528456123391152e+02	1.012735038442978741e+01
1.350768856252010721e+02	6.477187147480197638e+00
1.238250459688362213e+02	1.866686866495978370e+00
1.521682857704265075e+02	5.879102439230626587e+00
1.438414254385577067e+02	6.311065337497995031e+00
1.261491163186558850e+02	1.469447462023746809e+01
1.261519554006933959e+02	4.679722636255611690e+00
1.490684473336605720e+02	1.083385811461009496e+01
1.469899022301863170e+02	1.497862674658131077e+01
1.343133743302008725e+02	1.164829148551742222e+01
1.240415449440189093e+02	1.117208525641254724e+01
1.262734610256399321e+02	7.543193058933661987e+00
1.153581435878349737e+02	2.407630213987814738e+00
1.466042942269693299e+02	9.792884009837653281e+00
1.257353070488778712e+02	7.297119149547532935e+00
1.480333209230805664e+02	5.582146206448386216e+00
1.336752785070759728e+02	9.964969943165305821e+00
1.407112406045444857e+02	3.109462162658083617e+00
1.209211454632956304e+02	1.285453439603949732e+01
1.464500584013553635e+02	1.758525542084704441e+01
1.505663119203516658e+02	1.008139555070512827e+01
