ra	dec
1.144454807195045163e+02	1.683017292093522244e+01
1.198295082103845459e+02	6.845235365574230180e+00
1.548943570781680137e+02	3.479057379544818751e-01
1.485493405584570894e+02	1.041204565970722662e+01
1.164645298483285529e+02	4.250458802071420017e+00
1.182466573883165069e+02	1.582430799058348470e+01
1.221358659722364024e+02	1.665360195062126536e+01
1.308899562464519022e+02	6.331193052826574075e+00
1.368205992524827934e+02	3.780334503246386202e+00
1.226997177376302091e+02	6.356370219597544668e+00
1.465661772087881047e+02	2.141478944269413542e+00
1.427152251801534817e+02	9.819745108159867897e+00
1.301607429640129112e+02	4.692745457762202754e+00
1.495120227377574906e+02	1.730143649207631917e-01
1.488349480901724178e+02	1.165509785956836630e+01
1.284593653364655665e+02	6.487715719956421268e+00
1.517531607722789033e+02	1.512290543998998871e+01
1.469007823674288886e+02	7.223962860500254379e+00
1.493665615194311158e+02	6.085811294620858902e+00
1.267904368542937732e+02	1.323809960198106950e+01
1.147692029305872268e+02	1.201980905583605086e+01
1.160461227049620732e+02	2.794454650890833225e+00
1.372564977175710510e+02	1.424533362192568475e+01
1.134093616688755191e+02	9.399135832304027716e+00
1.293516674274917193e+02	1.684346604102423939e+01
1.464273799690068927e+02	8.158514312509893784e+00
1.511512027521598895e+02	3.356188053921649761e+00
1.258315073322943221e+02	7.816479446642303763e+00
1.269698368036771825e+02	9.471562133750603962e+00
1.503016141607793372e+02	6.238804763167100198e+00
1.222389128891873469e+02	1.376635102268170563e+01
1.164428582607964557e+02	1.271471728154769210e+01
1.133741875048325198e+02	5.982314657501739852e+00
1.326103570618844572e+02	1.743718832275138553e+01
1.256712000430469089e+02	1.330181804130197776e+01
1.445469537211226339e+02	9.271852693403610957e+00
1.507995138752863795e+02	1.345746111827503455e+01
1.399343694629964432e+02	1.317037024102551790e+01
1.432435623135378364e+02	9.296958198951209340e+00
1.499373073971806889e+02	9.050917039539832842e+00
1.466987160173943039e+02	1.357036619250314269e+00
1.169777866277913461e+02	7.136481799535419057e+00
1.266756346771949779e+02	8.066034009238517655e+00
1.232604009857406311e+02	1.024624503312491619e+01
1.495184331800506925e+02	6.599198333302840780e+00
1.466823884227626422e+02	1.535796303814978181e+01
1.234860647382253092e+02	1.594276141357200971e-01
1.450407273757829216e+02	1.059285480168908933e+01
1.162139029625622726e+02	8.253963578889999653e+00
1.313074482731625778e+02	1.045423111207110090e+01
1.540440015953382726e+02	1.663905720768150331e+01
1.393959557935339149e+02	1.595904613089006041e+01
1.327263117090111848e+02	1.422376362164046704e+01
1.373341759121313430e+02	1.610192210253613609e+01
1.539439125268302178e+02	6.093557534051598168e+00
1.375985399986603284e+02	9.617036463435107985e-01
1.447348119784369942e+02	1.434153194245032559e+01
1.144087423627541540e+02	4.211684471344683267e+00
1.133690846549942961e+02	7.699766323980272276e+00
1.432221701057173959e+02	1.447424358885126772e+01
1.406369239606867438e+02	1.591096000567080893e+01
1.261190729323680273e+02	1.645780516882907918e+01
1.362326696193399869e+02	1.347793252314233925e+01
1.504788444506218354e+02	9.096102989768154456e-01
1.462291804319803816e+02	5.127617060984198005e+00
1.515572515167730216e+02	9.125184163529441506e+00
1.405033889095203961e+02	1.641950087176846429e+00
1.539617551323896123e+02	4.035713820504526872e+00
1.317576377212198224e+02	1.521179741828668774e+01
1.534442800421301740e+02	1.467412400794675875e+01
1.358925879329780173e+02	2.061782752811365249e+00
1.529527612227976476e+02	1.986597168063151952e-01
1.384759219208542902e+02	1.771490632862077064e+01
1.349683113950391657e+02	8.186639128700095469e+00
1.262237230930323619e+02	8.267348963536894857e+00
1.193224068723453684e+02	1.429023366945997431e+01
1.473510719201771053e+02	1.591389175474501272e+01
1.452700449617485674e+02	3.327993629175632240e+00
1.180910229757451617e+02	1.176221376563127752e+00
1.390380323146916339e+02	1.338577735630169352e+00
1.188597415975235378e+02	1.261666433443877544e+01
1.481314191459866265e+02	1.013198626228859744e+01
1.367705834921792132e+02	2.091610281929433324e+00
1.514450037055763971e+02	5.901935383944094227e+00
1.204783739882991540e+02	1.505332364713651927e+01
1.469614322201668415e+02	2.927948062722780964e+00
1.460394620721785657e+02	1.014168421530127340e+01
1.139596109160702042e+02	9.384983640526689541e+00
1.173475789328837777e+02	1.385096014677334786e+01
1.485593744024792500e+02	1.319646781011506320e+01
1.544047727633223701e+02	1.327607317957909849e+01
1.417650428854329618e+02	1.490359060225737231e+01
1.379638579944969194e+02	2.417262947862885633e-02
1.461121164063906974e+02	2.303688271587298608e+00
1.261858349163118902e+02	2.686820297935565094e+00
1.521155029679539723e+02	1.214781285880616402e+01
1.240626123565114085e+02	2.258550394515223214e+00
1.277527714897746023e+02	1.277510131536709004e+01
1.241287631607512623e+02	1.185495011579574154e+01
1.212872373282262970e+02	1.311762376099486316e+00
1.415256465391726408e+02	9.536784862654858586e+00
1.341692125166640324e+02	6.365834301172760945e+00
1.496075246851192162e+02	1.742135593207438404e+01
1.232529191845861334e+02	9.064579803769648336e+00
1.242998037270590999e+02	1.459790862919150278e+01
1.439516268429912031e+02	5.209113472964706837e+00
1.183725175029615997e+02	1.361191458676209720e+01
1.320586035483325986e+02	1.371106442994129893e+01
1.170060259528925144e+02	9.511733129882097515e+00
1.274549211593356262e+02	1.781716213412346406e+01
1.282122207108864984e+02	5.754117144069759160e-01
1.381174212525282030e+02	3.590845433769821238e+00
1.405095866129961450e+02	1.011196121828219319e+01
1.197765847151895713e+02	4.225654250009176494e+00
1.168024475311750194e+02	8.416854035353010133e+00
1.395455498625968289e+02	8.496156871912779351e+00
1.525054063456347819e+02	4.053170386563034633e+00
1.141478865482315683e+02	2.791417784151680515e+00
1.142154091226459229e+02	3.917662885549573648e+00
1.494548764104632710e+02	1.792835176843706302e+00
1.233542607327015190e+02	1.574248611738761561e+01
1.501664260884561770e+02	9.841348522399904653e+00
1.520560136399603266e+02	1.788287876010288002e+01
1.246020794286341697e+02	3.591097514788011758e+00
1.279235386820228229e+02	7.543024830854987428e+00
1.473531036473390827e+02	1.313498242540343597e+01
1.316393903260148761e+02	1.627385669884459674e+01
1.247661791486159615e+02	1.198167065231467454e+01
1.307752756984681639e+02	1.148475290760100798e+01
1.346878605555509694e+02	1.720975821093616887e+01
1.161554627368524137e+02	9.433258580946334959e+00
1.478741878831202712e+02	1.256738061087037117e+01
1.166381941752449904e+02	1.772473385956156111e+00
1.430250691091594035e+02	1.391070271621540932e+01
1.296526492622635942e+02	1.698572349895616185e+01
1.446724326386766108e+02	3.824940656544134621e-01
1.237425050944262352e+02	1.152428365139187605e+01
1.187281812689105891e+02	6.123732650358255647e+00
1.218247742969936098e+02	1.096301461298535607e+01
1.512557107570751498e+02	1.465033269870227528e+01
1.266130722038586214e+02	1.134988372988152072e+01
1.188568244121070450e+02	9.851404687773623436e+00
1.425421949065088256e+02	4.562697760451945861e+00
1.365984910612928047e+02	1.205413632941002566e+00
1.359258697581622926e+02	1.420856290989244108e+01
1.428385934506074761e+02	8.590375891407363795e+00
1.441534733817545373e+02	9.902816329698474362e+00
1.546868324753930324e+02	8.053065455170139941e+00
1.464410697667655086e+02	1.034258879368952933e+01
1.380154372614645695e+02	7.870195501859820197e+00
1.462145187721025081e+02	2.195376423013184475e+00
1.309844251722823856e+02	1.600092229854299930e+01
1.483471908532078203e+02	2.315920294236725852e+00
1.207591152235323619e+02	1.362777501723441098e+01
1.321418477666385911e+02	7.511815473226927331e+00
1.285824873246825746e+02	9.739884400894267102e+00
1.140616730745313561e+02	1.018521084933095011e+01
1.418653727194745215e+02	9.165983694014574468e+00
1.183679244664329246e+02	1.015653067696859813e+00
1.446203776458580705e+02	1.178554576439816204e+00
1.489457839410210340e+02	5.427579088234894655e+00
1.515494403074025342e+02	7.183597934252677675e+00
1.434406462185596922e+02	2.043537071862098764e-01
1.285601305649956032e+02	9.388032746783004256e+00
1.160875721057691266e+02	1.347051370313271157e+01
1.312881780416838922e+02	1.610656779603599276e+01
1.433012019454497761e+02	1.574179293992643203e+01
1.514894742935780414e+02	1.578224522836607235e+01
1.159159963225188505e+02	8.447228381418955934e+00
1.167642396784328582e+02	1.119256943930565296e+00
1.346876544101319553e+02	1.118835462293254857e+01
1.347953813827350587e+02	7.528768939570786856e+00
1.235493177311729482e+02	6.858041220413838346e+00
1.217521663759608970e+02	9.298330523580471407e+00
1.543846072950485393e+02	1.600055983349496103e+01
1.314410552029024757e+02	5.936602509219627066e+00
1.372201575036687871e+02	1.335570613200318846e+01
1.487744271318490519e+02	1.580416816597882779e+01
1.393432499494934689e+02	1.379335929366016877e+01
1.220066707184725203e+02	2.012449539775872154e+00
1.400120357775994080e+02	1.617480123745135145e+01
1.176508140252277599e+02	1.814446138088069427e+00
1.435187322679125828e+02	1.205675824800087881e+01
1.215752421588501591e+02	5.273146517007171186e-01
1.342585492195941583e+02	9.975799072303754400e+00
1.455545037414993601e+02	1.769364302656632759e+01
1.392758892015485515e+02	1.162807641111258938e+01
1.202075761498156510e+02	9.637248912211827445e+00
1.217046298933440056e+02	4.535883094644452829e-01
1.216899360800759098e+02	2.752116708174902282e+00
1.322540578557483855e+02	9.740611460877721228e+00
1.150517448331235357e+02	3.957927288838007041e+00
1.278876136149568907e+02	1.310261733986057031e+01
1.236474986123730986e+02	6.753968231370088837e-02
1.516200326287537905e+02	7.113172743428822109e+00
1.483404476063024617e+02	2.807229355096556578e+00
1.424363474848565261e+02	1.705929279248110930e+01
1.350621538945895281e+02	1.659503773495768897e+01
1.180198949483491901e+02	3.047828166247357196e+00
1.188455815363349330e+02	1.598736053960840486e+01
1.377013242191668496e+02	1.736100425747024900e+01
1.153827416333264893e+02	3.785254344028945450e+00
1.169889203901287829e+02	1.397567405378619299e+01
1.444979053271740383e+02	2.951338410722571304e+00
1.510571953226584014e+02	4.465378174013534540e+00
1.223747387284409740e+02	4.567110824492644383e+00
1.198993390131445835e+02	4.144423759975560451e+00
1.455979515377665336e+02	2.189894400549424081e+00
1.237135525949820760e+02	9.086401767285034126e+00
1.458861101412782375e+02	1.500034084735527173e+01
1.492687468792333050e+02	1.120640177987983144e+01
1.323257195197485032e+02	1.641171524105660851e+01
1.409422400191517113e+02	1.596078506590543711e+01
1.458077711631264037e+02	5.551571925709140487e+00
1.145707977860230926e+02	1.738680282533161048e+01
1.386071493786107283e+02	2.128938512497000612e+00
1.463382990722285513e+02	8.739039105031642052e+00
1.444724159858234316e+02	3.324170914714978053e+00
1.243754745858805251e+02	1.145745107885921854e+01
1.520657147424587379e+02	6.819080717221803756e-01
1.231883372262717842e+02	3.125409336428103035e+00
1.465475289904140084e+02	3.933672554643249164e+00
1.510485738251766747e+02	5.055377669231953419e+00
1.512392842109398430e+02	1.793351314967549825e+01
1.358509804621438093e+02	1.475948624731554126e+01
1.463568161706944863e+02	6.110943357666811515e+00
1.137439713387809803e+02	1.577936711644934142e+01
1.364933202576894757e+02	3.987799815571619888e+00
1.386269795405177092e+02	1.106191738625439624e+00
1.480752646772590140e+02	1.729234040681921414e+01
1.493431797693380929e+02	2.608487284573334009e+00
1.458592310301256134e+02	1.625210791174249181e+01
1.399139009109827612e+02	6.898533686548659283e+00
1.426765037562963983e+02	1.649150031511968351e+01
1.445433289047821859e+02	1.673701731492167610e+01
1.177607564082633758e+02	1.671146218493703728e+01
1.177485835902477760e+02	3.059717210526726294e+00
1.361401784839463289e+02	1.313866530742147098e-01
1.512944643759971939e+02	1.692486626695113960e+00
1.335682559887571870e+02	6.055625140756332847e+00
1.335444922735190403e+02	5.120581844143858419e+00
1.396752740623599038e+02	8.417143994272676011e+00
1.178652489424231646e+02	1.557308103817829137e+00
1.176850942530978585e+02	9.108302768166074870e+00
1.187108424740590920e+02	1.326121614147412053e+01
1.439964076528852672e+02	1.163354121615071790e+01
1.439399422306135250e+02	1.110964940489110120e+01
1.475074704810746482e+02	5.360009982837866671e-01
1.143196388435086703e+02	1.191414880029319434e+01
1.545205117141402127e+02	9.963279834213951247e+00
1.530800151984954596e+02	6.728686551373080249e+00
1.339734100530702392e+02	6.930290001887929208e+00
1.199607266758676332e+02	2.467012430065799400e+00
1.233233962340509180e+02	7.204890405637737416e+00
1.472339789216733834e+02	4.067316097837911038e+00
1.531846411738799816e+02	1.706742610920317915e+01
1.260607643120372643e+02	1.717689445607388521e+01
1.426306715694564389e+02	1.096369305760670088e+01
1.172501651694013844e+02	3.492976199490449574e+00
1.231455447612767529e+02	3.717496265372407738e+00
1.214718075741222520e+02	9.039288074088887015e+00
1.531307425326673410e+02	5.425033991153245250e-01
1.236645072985325555e+02	9.772652711456638608e-01
1.348439036226147607e+02	9.512841179400307823e+00
1.391425406028661200e+02	2.606324715427450922e+00
1.469156064961576931e+02	7.833210981993948607e+00
1.437945645258101592e+02	1.624001299788845998e+01
1.173771876271605095e+02	1.500444360655897214e+01
1.277698370650687707e+02	8.174532185503077031e+00
1.183965465098157068e+02	1.385537043978857064e+01
1.297245394475143314e+02	1.563589770756815689e+01
1.139290985743402871e+02	3.310205112004384720e+00
1.542407785002393723e+02	1.549410916503869373e+01
1.248880167075205350e+02	1.709295958042346086e+01
1.277549692239137329e+02	1.582301522749235900e+01
1.515540823878132528e+02	7.070533529743740608e+00
1.300924737696859381e+02	1.200835549275151948e+01
1.167266932718470400e+02	1.053884473791702803e+01
1.531471194421379209e+02	1.407675496152605099e+01
1.365428575892850631e+02	4.309701713670007095e+00
1.392379571070918587e+02	1.609131655773793668e+01
1.239761268832435235e+02	1.131607500138692757e+01
1.215400158452584094e+02	3.662244445183870933e+00
1.437336311685026260e+02	1.370001881018763257e+01
1.153153979093027459e+02	7.398994087870348402e+00
1.511828750043460730e+02	1.092241848527333303e+01
1.403969522230359246e+02	4.225690594283504353e+00
1.514458159664657160e+02	8.537710603564155676e+00
1.224057172629802182e+02	2.608509950406840527e+00
1.490462906532773104e+02	9.663239701585066399e+00
1.211701922965377491e+02	1.009200508305705313e+01
1.326767847932172231e+02	6.061387016004903927e+00
1.399354949216876207e+02	5.002511635022983683e+00
1.269701848879229829e+02	6.591632327744134656e+00
1.451261884283751726e+02	8.160077100463221100e+00
1.494049658361840329e+02	1.778282324629294564e+01
1.265068199107565903e+02	1.395630217456869460e+01
1.232364668495804381e+02	4.169463455087812243e+00
1.134397852033399090e+02	1.134631571640072956e+01
1.158020339190005075e+02	2.773696681970191147e+00
1.540516884011995842e+02	1.649808797002800631e+01
1.486175052833428367e+02	1.585967801857266046e+01
1.292387830560591908e+02	4.530694982461066722e+00
1.522070075466105550e+02	6.056952530638047172e+00
1.422303063158806538e+02	6.775422735128580953e+00
1.385091440921516721e+02	1.145880994279970366e+01
1.394214010696552464e+02	5.791200180698791833e+00
1.381162442111344717e+02	1.498292200206983971e+01
1.433626788058114698e+02	9.424882203877583464e+00
1.490722302028995614e+02	1.901151443457309576e-01
1.355000636149375737e+02	4.721293804032050012e+00
1.174389938317266910e+02	6.681006750046262432e+00
1.353622214056209998e+02	4.367688767561598517e+00
1.311013590682412939e+02	9.052838013206258694e+00
1.131179299759068755e+02	1.220845336211334242e+01
1.240764987028643134e+02	1.116375715228724097e+01
1.276688894845644597e+02	1.201460685349776369e+01
1.177856028341397376e+02	8.773747371674927464e+00
1.328734789001548791e+02	3.169382731643480167e+00
1.535816305191672200e+02	8.696368625204630831e+00
1.360834683373649341e+02	4.261617443105608416e+00
1.261273925912587686e+02	3.393134980746492779e+00
1.396353190862577378e+02	1.320203983253110724e+00
1.166578822562043030e+02	3.932651480923484488e+00
1.304225881750867870e+02	3.374528943589052865e+00
1.277439182584849107e+02	7.646236632427481972e+00
1.355832891107654348e+02	1.084610732180219017e+01
1.204405462620101730e+02	1.616210422643913702e+01
1.361676451216832220e+02	1.333423086056053641e+00
1.377571472073185248e+02	1.249669183767913916e+00
1.461290998323655401e+02	4.445901591823965937e+00
1.276001937071617505e+02	6.976151965144684830e+00
1.545658132350887115e+02	2.469103663303811924e+00
1.334256021976534043e+02	1.598958845006668028e+01
1.438911982944767658e+02	7.210218331943350378e+00
1.416356623075160712e+02	1.105348207774470382e+01
1.325522400932806022e+02	3.560797076368977798e+00
1.196303425000061509e+02	1.676416125582352734e+01
1.260862875855153362e+02	1.670337291194985596e+01
1.470446069322948688e+02	6.726420798494791242e+00
1.178506340680598186e+02	7.338845211858770590e+00
1.508958446952021006e+02	6.398572066128306091e+00
1.255479636978437270e+02	1.606138296669789867e+01
1.221447290086372419e+02	1.218086067898421554e+01
1.168190631464501479e+02	1.544962869416807294e+01
1.299230970251127246e+02	1.207438877564271174e+01
1.271837093266897227e+02	5.764506372004837287e-01
1.154343691208568004e+02	1.004114682237446310e+01
1.159097707210135724e+02	1.104179352313769158e+01
1.521547456694980269e+02	1.333338576951408072e+01
1.446471578172887860e+02	7.548082453268463610e+00
1.353024564274174111e+02	1.052881307233527686e+01
1.207716962518822186e+02	1.284004186609724307e+01
1.502456102990500142e+02	4.902339991145658882e-01
1.491418678929069301e+02	7.130423649888578908e+00
1.410516935340283169e+02	1.876552133635866815e+00
1.534186255143617359e+02	1.048122944651051291e+01
1.412886337055056174e+02	1.641670181560086039e+00
1.490328643582359689e+02	6.468757657993776888e+00
1.333193447941383738e+02	1.405134781701652891e+01
1.184900077014938660e+02	3.704140740719473079e+00
1.333795911311785005e+02	6.733860256375282738e+00
1.136351261624427877e+02	4.481622302908876421e+00
1.388242989584915108e+02	9.568130134906308371e+00
1.310953333880956393e+02	4.290502998330401496e+00
1.308883553827847663e+02	1.157574658353763475e+01
1.517248250344638620e+02	1.622011536271729781e+01
1.490177031903922114e+02	1.261310244445543383e+01
1.475301230985366772e+02	3.042673781832774260e+00
1.222087616031608235e+02	9.233178702117895709e-01
1.349591414525035020e+02	1.267153244001758594e+01
1.461339813926303464e+02	1.505444266544495946e+01
1.480108693193410261e+02	2.105862462589418893e+00
1.367395682609802634e+02	1.047765421966282640e+00
1.491697691009590869e+02	1.274576788399842187e+01
1.263823444469879291e+02	4.664886714803222922e+00
1.349904096202280641e+02	5.846184841402353172e+00
1.358974522105421840e+02	1.757049287583911479e+01
1.155881187277237672e+02	2.302515121254956831e+00
1.259938499690571376e+02	1.638094712720435453e+01
1.192054028638955003e+02	1.196033758508446354e+01
1.182662960316346101e+02	1.047692898407781570e+01
1.407202882626418159e+02	1.540216094990029561e+01
1.456042085325074993e+02	2.371689406178587145e+00
1.393340580940400457e+02	9.417552134569511679e+00
1.347494803054999295e+02	9.111030478665587129e-01
1.271306880898592340e+02	6.102763956895119968e+00
1.406390806749489855e+02	1.492172853898540374e+01
1.151446749024800766e+02	1.525215899530990527e+01
1.453216891442219776e+02	1.800431726719552150e-01
1.429577209817324217e+02	1.143861861265728663e+01
1.304129578101707807e+02	4.435522921044656286e+00
1.531866213228043421e+02	2.559138692124405701e+00
1.255196832589018925e+02	1.687087522507502158e+01
1.529323952795336936e+02	7.172733918972620693e+00
1.477169665223129300e+02	5.600491225546858409e+00
1.206943642148859084e+02	8.924181671273565541e+00
1.255448511282702810e+02	1.273230166388841056e+01
1.265764700522376671e+02	1.719018150092566088e+01
1.212409865718790769e+02	5.469774110732703143e+00
1.463324857381595621e+02	6.988407428289203915e-01
1.446649465241599444e+02	1.284174327069406019e+01
1.200926342751558593e+02	1.511287799933439402e+01
1.413742634011473456e+02	4.138597973609913772e-01
1.268171458810334258e+02	1.885265074723216028e+00
1.256743854211237874e+02	1.654973875083462787e+01
1.316958921186009661e+02	8.615344999177528607e+00
1.338073194631120373e+02	7.865277923623287926e+00
1.370381650825092379e+02	1.567437229375948426e+01
1.195243715229012054e+02	7.439178393278903734e+00
1.395048931517840742e+02	3.755116522472592866e+00
1.354272660343432335e+02	2.530976004618287423e+00
1.354708596017933644e+02	5.738461173617189992e+00
1.322518932033129033e+02	1.314425913440328486e+01
1.359129919273234464e+02	8.638036637540112750e+00
1.389888400253731788e+02	8.851754895950518787e+00
1.174667076097648248e+02	1.427195383853491428e+01
1.293627933007818456e+02	2.425514804592213025e+00
1.236408306870832519e+02	1.624328025020062682e+01
1.253886708186066699e+02	1.746617139425817555e+01
1.252610334877957143e+02	7.011742067025899416e+00
1.344765789344143059e+02	1.267329294994939026e+01
1.475041059082003301e+02	2.370273202378696098e+00
1.217914201905341969e+02	8.384047528757766488e-01
1.191879553225048340e+02	3.916927785292743547e+00
